Market,Data Request Type,Eligible for Combined Bill,Wireless Account Type,Wireless BAN Status,Plan Type,No. of Subscribers,Liability Type,Upgrade Eligibility,Discount,Pre-registered,U-verse Account Type,U-verse Products,No. Voip Lines,Promotions,DTV Plan Name
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Business,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,6,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,IPTV,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,IPTV,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,IPTV,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,HSIA,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,HSIA,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",2,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (IPTV, Voip)",1,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,3,,,,No,Business,"Double Play (HSIA, Voip)",1,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Business,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",2,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Business,"Double Play (IPTV, Voip)",1,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,,,,No,Business,"Double Play (HSIA, Voip)",1,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,Upgrade Eligible,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,2,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,B2C,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,6,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,4,B2C,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,11,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,Directv unification process is complete prior to Unified Bill being generated with DTV charges and amount is not transferred
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,Product Based Promotion - CVoIP,
Penselvaniya,WIRELESS,,IR - Individual Regular,Open,Individual,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,6,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,4,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,4,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,4,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,4,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Missouri,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,Directv unification process is complete prior to Unified Bill being generated with DTV charges and amount is not transferred
Newyork,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,,0,,DTV unification is complete with unified bill generated with DTV charges then
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,IRU,Upgrade Eligible,,No,,,0,,
